person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,person_gender_female,person_gender_male,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_No,previous_loan_defaults_on_file_Yes,loan_status
25,83053.0,1,6500.0,16.29,0.08,3,643.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
23,36803.0,2,10000.0,15.27,0.27,4,608.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
22,82302.0,0,20000.0,16.77,0.24,4,621.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
22,82279.0,2,16000.0,7.9,0.19,4,628.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
23,37073.0,1,10000.0,13.99,0.27,2,685.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
21,37068.0,3,10000.0,11.99,0.27,4,606.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1
24,36822.0,5,10000.0,19.29,0.27,3,695.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
23,37060.0,4,10000.0,7.49,0.27,2,616.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
26,37135.0,2,10000.0,6.99,0.27,4,634.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
22,82681.0,1,9000.0,15.27,0.11,2,691.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
23,64253.0,2,8000.0,16.29,0.12,2,498.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
25,82588.0,0,6000.0,12.42,0.07,4,620.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
23,82905.0,0,10000.0,9.91,0.12,4,563.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
21,64200.0,0,26400.0,16.49,0.41,3,610.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
22,82593.0,2,11000.0,6.99,0.13,4,641.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
23,82500.0,2,11500.0,9.99,0.14,3,700.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
22,36904.0,0,10000.0,10.37,0.27,4,639.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
24,36720.0,2,10000.0,5.79,0.27,4,588.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
24,82711.0,0,8000.0,7.49,0.1,4,657.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
25,37246.0,1,10000.0,7.51,0.27,2,636.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
22,82734.0,2,6500.0,5.99,0.08,4,576.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
22,36822.0,0,10000.0,11.86,0.27,2,692.0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
22,82565.0,0,10000.0,7.49,0.12,2,618.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
25,82669.0,7,6500.0,12.99,0.08,3,652.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
22,37352.0,0,10000.0,14.35,0.27,3,596.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
22,36951.0,1,10000.0,13.98,0.27,2,630.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
25,82852.0,6,8000.0,11.01,0.1,3,589.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
24,37166.0,1,10000.0,11.01,0.27,3,599.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
26,82428.0,4,10000.0,8.49,0.12,3,681.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
22,82489.0,0,10000.0,10.74,0.12,2,692.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
26,82564.0,3,10000.0,5.79,0.12,2,718.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
25,36826.0,4,10000.0,7.51,0.27,3,650.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
24,82954.0,1,6000.0,11.01,0.07,2,699.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
23,82424.0,0,9750.0,10.37,0.12,3,708.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
23,36618.0,0,10000.0,11.48,0.27,4,597.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
23,36814.0,3,10000.0,12.18,0.27,3,656.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
23,82735.0,0,10000.0,10.37,0.12,2,577.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
21,37083.0,0,10000.0,11.14,0.27,2,653.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
22,36877.0,0,10000.0,11.14,0.27,2,631.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
23,82526.0,0,12000.0,5.42,0.15,4,639.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
23,37045.0,1,10000.0,11.14,0.27,2,651.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
24,36965.0,0,10000.0,14.61,0.27,3,607.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
23,36254.0,0,10000.0,11.01,0.28,4,569.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
26,82683.0,3,3600.0,6.54,0.04,3,663.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
22,82275.0,0,10000.0,11.01,0.12,2,612.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
22,82757.0,0,13000.0,7.88,0.16,2,492.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
22,37337.0,0,10000.0,9.63,0.27,4,698.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
24,82760.0,5,6000.0,7.88,0.07,2,627.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22,37007.0,0,10000.0,12.53,0.27,4,596.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
22,82602.0,0,3500.0,6.39,0.04,4,696.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
24,36767.0,0,10000.0,11.66,0.27,2,554.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
24,37116.0,5,10000.0,8.38,0.27,2,595.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
23,82705.0,1,14000.0,11.01,0.17,3,645.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
23,37401.0,0,10000.0,10.37,0.27,4,635.0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
26,38029.0,1,10000.0,11.49,0.26,3,646.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
25,37891.0,5,10000.0,10.37,0.26,2,598.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
22,82706.0,0,14800.0,9.88,0.18,4,621.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
26,37937.0,0,10000.0,7.88,0.26,2,623.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
26,82711.0,6,6500.0,11.01,0.08,2,582.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22,38082.0,0,10000.0,8.9,0.26,4,676.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
26,82507.0,4,24250.0,12.18,0.29,4,702.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
24,82321.0,1,3600.0,7.74,0.04,4,655.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
24,38059.0,4,10000.0,14.65,0.26,2,592.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
26,82445.0,6,21000.0,13.92,0.25,4,676.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
22,38579.0,2,10000.0,19.42,0.26,2,655.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
22,38105.0,2,10000.0,11.01,0.26,4,656.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
23,38635.0,1,10000.0,7.51,0.26,2,607.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
25,75527.0,1,20000.0,17.04,0.26,3,604.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
25,38656.0,2,10000.0,9.91,0.26,4,577.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
23,82585.0,0,4000.0,11.01,0.05,4,671.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
24,82625.0,2,5500.0,15.68,0.07,4,575.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
26,82616.0,1,12000.0,11.01,0.15,3,595.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
23,82752.0,5,1000.0,8.0,0.01,3,695.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22,38098.0,0,10000.0,12.73,0.26,4,652.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
23,82387.0,0,21000.0,12.84,0.25,2,573.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
26,64320.0,4,7500.0,13.8,0.12,2,610.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
23,75401.0,0,9000.0,11.03,0.12,2,678.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
24,82775.0,3,4200.0,5.42,0.05,4,544.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
26,39659.0,6,10000.0,6.99,0.25,3,689.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
24,82983.0,3,4000.0,6.39,0.05,3,694.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
26,64317.0,5,4000.0,11.89,0.06,4,658.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
21,82896.0,0,16000.0,11.26,0.19,3,584.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
23,39098.0,1,10000.0,7.29,0.26,3,662.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
23,39186.0,2,10000.0,13.11,0.26,4,686.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1
24,82764.0,3,8100.0,11.01,0.1,4,626.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
22,39742.0,1,10000.0,16.07,0.25,2,635.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1
22,39541.0,4,10000.0,13.22,0.25,3,671.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1
25,82838.0,2,17000.0,11.01,0.21,3,713.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
23,39687.0,0,10000.0,13.79,0.25,3,561.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
22,39588.0,0,10000.0,13.61,0.25,4,622.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
21,39904.0,0,10000.0,11.48,0.25,2,657.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
26,83128.0,3,10500.0,6.91,0.13,3,661.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
25,75600.0,5,4000.0,18.39,0.05,2,590.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
24,83119.0,5,3000.0,5.42,0.04,4,716.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
23,40011.0,2,10000.0,11.14,0.25,3,509.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
22,40115.0,0,10000.0,11.48,0.25,3,504.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
24,82895.0,2,6000.0,6.54,0.07,4,642.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
23,83179.0,0,1800.0,8.88,0.02,4,626.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
25,40270.0,0,10000.0,7.51,0.25,4,563.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
26,40692.0,8,10000.0,11.71,0.25,3,618.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
23,40470.0,0,10000.0,14.65,0.25,3,676.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
23,41038.0,1,10000.0,11.99,0.24,4,631.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
23,40777.0,1,10000.0,5.42,0.25,3,626.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
21,40827.0,1,10000.0,11.01,0.24,4,539.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
26,40528.0,1,10000.0,11.49,0.25,2,555.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
22,83249.0,0,12000.0,11.01,0.14,4,607.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
21,40965.0,0,10000.0,11.83,0.24,3,689.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23,41078.0,1,10000.0,7.51,0.24,4,646.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
26,83345.0,2,9000.0,7.88,0.11,4,601.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
22,40689.0,0,10000.0,12.53,0.25,4,652.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
23,76040.0,1,10000.0,15.7,0.13,3,697.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
25,41222.0,3,10000.0,10.25,0.24,3,674.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
26,83380.0,3,6500.0,11.14,0.08,2,644.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
23,83372.0,0,4200.0,11.66,0.05,4,712.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
24,40967.0,0,10000.0,13.16,0.24,3,654.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
22,41863.0,2,10000.0,11.01,0.24,4,627.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
24,40955.0,3,10000.0,9.88,0.24,4,656.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
22,41515.0,2,10000.0,10.25,0.24,3,516.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
25,41437.0,3,10000.0,11.03,0.24,4,600.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
22,76209.0,0,6000.0,14.74,0.08,4,611.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
22,83435.0,0,20000.0,6.91,0.24,3,628.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
23,83373.0,0,6000.0,11.01,0.07,2,656.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
25,41964.0,6,10000.0,12.53,0.24,2,690.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
21,41536.0,0,10000.0,9.91,0.24,4,639.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
21,41390.0,0,10000.0,13.61,0.24,4,674.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22,42297.0,0,10000.0,13.79,0.24,2,662.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
24,83116.0,3,19500.0,11.83,0.23,2,646.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
25,65181.0,0,25000.0,15.7,0.38,4,614.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
26,43155.0,4,10000.0,7.88,0.23,2,634.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,43170.0,2,10000.0,11.01,0.23,4,695.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
21,83584.0,0,13250.0,6.62,0.16,2,645.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
26,76443.0,1,12000.0,15.27,0.16,2,647.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
25,83470.0,0,25000.0,6.99,0.3,2,639.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
22,83514.0,0,15000.0,8.49,0.18,2,580.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
23,43273.0,1,10000.0,7.29,0.23,4,669.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
21,43209.0,0,10000.0,7.66,0.23,3,661.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
23,42756.0,3,10000.0,5.79,0.23,2,568.0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,35913.0,0,10000.0,17.93,0.28,3,677.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
24,43154.0,1,10000.0,13.48,0.23,4,682.0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
22,83656.0,0,6500.0,5.99,0.08,2,576.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
23,84027.0,0,9000.0,5.99,0.11,3,556.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
25,84058.0,1,9600.0,7.49,0.11,3,609.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
26,83651.0,4,15000.0,7.49,0.18,3,506.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
23,84055.0,0,8325.0,13.49,0.1,4,642.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
26,83702.0,1,5000.0,14.17,0.06,4,657.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
24,83665.0,4,3000.0,11.11,0.04,2,605.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
24,43007.0,4,10000.0,12.73,0.23,4,636.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
22,42997.0,0,10000.0,11.01,0.23,2,492.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
23,42789.0,3,10000.0,13.22,0.23,2,672.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
24,43163.0,0,10000.0,12.84,0.23,4,694.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
25,84059.0,3,20000.0,10.75,0.24,2,534.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
24,84007.0,2,7200.0,7.88,0.09,2,601.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
26,83672.0,4,6000.0,7.14,0.07,3,652.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
21,43425.0,0,10000.0,11.01,0.23,4,611.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
25,43676.0,3,10000.0,9.32,0.23,3,576.0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,83691.0,1,11000.0,10.62,0.13,3,666.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
26,83814.0,6,16000.0,15.7,0.19,4,677.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
25,83714.0,1,6000.0,7.88,0.07,2,551.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
26,83770.0,5,11000.0,11.01,0.13,2,637.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
26,83730.0,3,18000.0,14.22,0.21,4,656.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
24,83651.0,1,5200.0,17.19,0.06,2,507.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
25,83456.0,1,15900.0,13.22,0.19,3,634.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
26,43826.0,2,10000.0,11.01,0.23,3,630.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
22,83945.0,0,1000.0,7.4,0.01,2,662.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
23,83867.0,1,15000.0,11.58,0.18,3,606.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
22,83778.0,0,15000.0,14.42,0.18,2,621.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
25,44402.0,4,10000.0,12.42,0.23,4,635.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23,83939.0,2,8000.0,10.95,0.1,2,631.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
22,83874.0,0,7800.0,12.41,0.09,3,545.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
22,44001.0,2,10000.0,6.03,0.23,3,658.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
23,83782.0,0,19000.0,9.51,0.23,2,650.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
26,83727.0,2,6625.0,7.66,0.08,4,544.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
22,83878.0,1,10000.0,7.51,0.12,3,566.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
23,44102.0,0,10000.0,9.99,0.23,4,661.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
24,44080.0,3,10000.0,5.99,0.23,3,612.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
22,84242.0,0,8500.0,11.01,0.1,3,646.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
22,44375.0,3,10000.0,13.49,0.23,2,549.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
25,44289.0,2,10000.0,7.49,0.23,4,548.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
23,83896.0,0,16800.0,7.51,0.2,3,659.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
22,83931.0,3,6000.0,13.48,0.07,2,656.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
25,44117.0,0,10000.0,11.11,0.23,2,517.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
22,44342.0,1,10000.0,14.72,0.23,2,644.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
24,84279.0,1,10000.0,7.66,0.12,4,616.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
24,77084.0,2,2500.0,11.14,0.03,4,537.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
25,84310.0,3,1500.0,7.74,0.02,2,699.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
24,77044.0,0,14000.0,13.85,0.18,3,655.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
25,43918.0,2,10000.0,11.01,0.23,2,694.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
23,84707.0,0,1925.0,9.91,0.02,4,686.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
21,44152.0,0,10000.0,10.62,0.23,3,494.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
22,44148.0,2,10000.0,13.48,0.23,4,618.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
25,84355.0,1,7000.0,11.49,0.08,2,640.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
23,84617.0,1,1200.0,6.99,0.01,3,666.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
23,77089.0,3,20000.0,10.99,0.26,3,544.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
21,44124.0,0,10000.0,13.22,0.23,4,615.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
26,84455.0,0,5000.0,11.66,0.06,4,668.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
21,43937.0,0,10000.0,11.48,0.23,4,613.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
26,84544.0,4,7500.0,11.01,0.09,3,654.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
24,84246.0,1,2400.0,11.01,0.03,4,613.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
22,44225.0,0,10000.0,11.14,0.23,3,591.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
23,84509.0,2,1000.0,14.11,0.01,3,637.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
23,37578.0,0,10000.0,15.31,0.27,4,609.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
